"id","kod","isim","hacim","cinsi","ucret"
246,8690558022542,"DİMES MEYVE SUYU ŞİŞE 200 ML","0.2","GLASS","0.7595530257557584"
247,8690558022559,"DİMES MEYVE SUYU ŞİŞE 200 ML","0.2","GLASS","0.29372854548108307"
248,8690558022566,"DİMES MEYVE SUYU ŞİŞE 200 ML","0.2","GLASS","0.17857555848126339"
249,8690558022580,"DİMES MEYVE SUYU ŞİŞE 200 ML-KARIŞIK","0.2","GLASS","0.0743774210915199"
250,8690558028353,"DİMES VİŞNE 250 ML GLASS","0.25","GLASS","0.886637360493797"
251,8693354003838,"DOGANAY LIMONATA 1 LT GLASS-PLASTIC","1","PLASTIC","0.45502935652363163"
252,8693354003852,"DOGANAY LIMONATA 1 LT LIGHT GLASS-PLASTIC","1","PLASTIC","0.7752732036967205"
253,8693354004224,"DOGANAY SALGAM 330ML GLASS","0.33","GLASS","0.7888014676367364"
254,8693354004217,"DOGANAY SALGAM GLASS 1LT ACILI","1","GLASS","0.6466209392615241"
255,8693354004231,"DOGANAY SALGAM GLASS 1LT SADE","1","GLASS","0.9223488605937287"
256,8693354001223,"DOGANAY SALGAM SUYU 1 LT ACILI PLASTIC","1","PLASTIC","0.2824624184213297"
257,8693354001025,"DOGANAY SALGAM SUYU 1 LT ACISIZ PLASTIC","1","PLASTIC","0.08474991624300732"
258,8693354001094,"DOGANAY TAZE SIKMA PORTAKAL 1 LT","1","GLASS","0.2265010833094777"
259,8693354003494,"DOGANAY UZUM SIRKESI 500ML GLASS","0.5","GLASS","0.9887200399846962"
260,8693354004743,"DOĞANAY LİMONATA 250ML*12","0.25","PLASTIC","0.4971829318151073"
261,8693354004835,"DOĞANAY PORTAKAL SUYU 250ML PLASTICGLASS","0.25","PLASTIC","0.09324506155408419"
262,8699394450069,"DURU SU 0,5 ML","0.5","PLASTIC","0.33260979119487677"
263,8699394450076,"DURU SU 1,5 LT","1.5","PLASTIC","0.21598291178192885"
264,8697459002338,"EFE RAKI 100 CL","1","GLASS","0.07784045288874197"
265,8697459002345,"EFE RAKI 35 CL","0.35","GLASS","0.3948482184746105"
266,8697459002413,"EFE RAKI 50 CL","0.5","GLASS","0.7046163016045606"
267,8697459002321,"EFE RAKI 70 CL","0.7","GLASS","0.9554856137204146"
268,8697434520109,"EFEM SU 1,5 LT","1.5","PLASTIC","0.6756545481181851"
269,8697434520116,"EFEM SU 500 GR","0.5","PLASTIC","0.013954730084831501"
270,8690520040109,"EFES DARK KUTU","0.5","METAL","0.18160730206862052"
271,8690520252953,"EFES EXTRA KUTU 500ML","0.5","METAL","0.14855626706681857"
272,8690520252960,"EFES EXTRA ŞİŞE","0.5","GLASS","0.812096396769928"
273,8690520252083,"EFES FIÇI KUTU","0.5","METAL","0.39065214364892953"
274,8690520510190,"EFES FIÇI ŞİŞE","0.5","GLASS","0.3248753515561258"
275,8690520019907,"EFES KUTU","0.5","METAL","0.929286479117679"
276,8690520537234,"EFES KUTU 55 CL","0.55","METAL","0.9196322092435285"
277,8690520258269,"EFES MALT 50 CL ŞİŞE","0.5","GLASS","0.14006632810187003"
278,8690520529239,"EFES MALT KUTU 50 CL","0.5","METAL","0.7611608237543113"
279,8690520533502,"EFES ÖZEL SERİ KUTU","0.5","METAL","0.8340463101231791"
280,8690520535650,"EFES ÖZEL SERİ SLİM","0.25","METAL","0.5490612233187345"
281,8690520532901,"EFES ÖZEL SERİ ŞİŞE 50 CL","0.5","GLASS","0.664030912657518"
282,8690520533557,"EFES ÖZEL ŞİŞE 330 ML","0.33","GLASS","0.6939311867912492"
283,8690520035662,"EFES UZUN ŞİŞE 50 CL","0.5","GLASS","0.6289429493201191"
284,8690793010960,"ERIKLI 12*500 ML SU KOLI","12x0,5","PLASTIC","0.527385371691293"
